Date,Open
29-01-2015,15.85000038
30-01-2015,15.63000011
02-02-2015,15.31000042
03-02-2015,15.93999958
04-02-2015,15.61999989
05-02-2015,16.04999924
06-02-2015,16.20999908
09-02-2015,15.35999966
10-02-2015,15.59000015
11-02-2015,15.61600018
12-02-2015,17.15999985
13-02-2015,17.96999931
17-02-2015,18.44000053
18-02-2015,18.70000076
19-02-2015,18.97999954
20-02-2015,18.87000084
23-02-2015,19.20999908
24-02-2015,19.11000061
25-02-2015,18.79500008
26-02-2015,18.74500084
27-02-2015,18.96500015
02-03-2015,18.84000015
03-03-2015,18.84000015
04-03-2015,18.65999985
05-03-2015,18.65500069
06-03-2015,18.48500061
09-03-2015,18.79999924
10-03-2015,18.61000061
11-03-2015,18.71999931
12-03-2015,18.79999924
13-03-2015,18.52000046
16-03-2015,18.92000008
17-03-2015,18.51399994
18-03-2015,17.82999992
19-03-2015,17.76199913
20-03-2015,18.10000038
23-03-2015,17.92000008
24-03-2015,18.14999962
25-03-2015,18.05999947
26-03-2015,17.79999924
27-03-2015,17.99600029
30-03-2015,18.57999992
31-03-2015,18.04000092
01-04-2015,18.07999992
02-04-2015,18.2329998
06-04-2015,18.59000015
07-04-2015,18.30999947
08-04-2015,18.71500015
09-04-2015,18.90999985
10-04-2015,18.93000031
13-04-2015,18.86000061
14-04-2015,18.92000008
15-04-2015,19
16-04-2015,19.76000023
17-04-2015,19.36000061
20-04-2015,19.5
21-04-2015,20.15999985
22-04-2015,20.20999908
23-04-2015,20.05999947
24-04-2015,20.89999962
27-04-2015,21.04999924
28-04-2015,20.70000076
29-04-2015,20.51000023
30-04-2015,20.84000015
01-05-2015,21.04999924
04-05-2015,20.94000053
05-05-2015,20.70999908
06-05-2015,20.70000076
07-05-2015,20.81999969
08-05-2015,21.13999939
11-05-2015,21.26000023
12-05-2015,20.68000031
13-05-2015,20.76000023
14-05-2015,20.69000053
15-05-2015,20.84000015
18-05-2015,20.84000015
19-05-2015,21.37999916
20-05-2015,21.31999969
21-05-2015,21.81999969
22-05-2015,21.87999916
26-05-2015,21.54999924
27-05-2015,21.31999969
28-05-2015,21.01000023
29-05-2015,20.76499939
01-06-2015,20.63599968
02-06-2015,21.11000061
03-06-2015,21.40999985
04-06-2015,21.04000092
05-06-2015,20.54999924
08-06-2015,20.38999939
09-06-2015,20.45000076
10-06-2015,21.35000038
11-06-2015,21.34000015
12-06-2015,21.37999916
15-06-2015,20.63999939
16-06-2015,20.85000038
17-06-2015,20.72999954
18-06-2015,20.48999977
19-06-2015,20.85000038
22-06-2015,21.65999985
23-06-2015,21.85000038
24-06-2015,21.62999916
25-06-2015,21.74500084
26-06-2015,21.86000061
29-06-2015,21.29999924
30-06-2015,20.98500061
01-07-2015,21.55999947
02-07-2015,21.23999977
06-07-2015,20.69400024
07-07-2015,19.89999962
08-07-2015,19.29999924
09-07-2015,19.75799942
