Date,Open
29-06-2010,1.266667008
30-06-2010,1.719333053
01-07-2010,1.666666985
02-07-2010,1.533332944
06-07-2010,1.333333015
07-07-2010,1.093333006
08-07-2010,1.075999975
09-07-2010,1.172000051
12-07-2010,1.196666956
13-07-2010,1.159332991
14-07-2010,1.19599998
15-07-2010,1.329332948
16-07-2010,1.379999995
19-07-2010,1.424667001
20-07-2010,1.456666946
21-07-2010,1.377333045
22-07-2010,1.366667032
23-07-2010,1.412667036
26-07-2010,1.433333039
27-07-2010,1.394000053
28-07-2010,1.370000005
29-07-2010,1.384667039
30-07-2010,1.346667051
02-08-2010,1.366667032
03-08-2010,1.399999976
04-08-2010,1.463333011
05-08-2010,1.43599999
06-08-2010,1.340000033
09-08-2010,1.326666951
10-08-2010,1.309999943
11-08-2010,1.246000051
12-08-2010,1.186666965
13-08-2010,1.212000012
16-08-2010,1.230000019
17-08-2010,1.264000058
18-08-2010,1.305999994
19-08-2010,1.235999942
20-08-2010,1.243332982
23-08-2010,1.27266705
24-08-2010,1.283332944
25-08-2010,1.277333021
26-08-2010,1.325999975
27-08-2010,1.316666961
30-08-2010,1.313333035
31-08-2010,1.310667038
01-09-2010,1.307999969
02-09-2010,1.35800004
03-09-2010,1.391332984
07-09-2010,1.373999953
08-09-2010,1.377333045
09-09-2010,1.399999976
10-09-2010,1.383332968
13-09-2010,1.392667055
14-09-2010,1.369333029
15-09-2010,1.398666978
16-09-2010,1.476667047
17-09-2010,1.401332974
20-09-2010,1.378000021
21-09-2010,1.392667055
22-09-2010,1.391332984
23-09-2010,1.325999975
24-09-2010,1.330000043
27-09-2010,1.360000014
28-09-2010,1.402667046
29-09-2010,1.412667036
30-09-2010,1.466667056
01-10-2010,1.379333019
04-10-2010,1.361999989
05-10-2010,1.409999967
06-10-2010,1.404000044
07-10-2010,1.371333003
08-10-2010,1.361999989
11-10-2010,1.362666965
12-10-2010,1.346667051
13-10-2010,1.376000047
14-10-2010,1.399999976
15-10-2010,1.392667055
18-10-2010,1.368000031
19-10-2010,1.346667051
20-10-2010,1.343999982
21-10-2010,1.373999953
22-10-2010,1.378666997
25-10-2010,1.396000028
26-10-2010,1.386667013
27-10-2010,1.416666985
28-10-2010,1.425999999
29-10-2010,1.409332991
01-11-2010,1.462666988
02-11-2010,1.445333004
03-11-2010,1.418666959
04-11-2010,1.506667018
05-11-2010,1.657999992
08-11-2010,1.633332968
09-11-2010,1.666666985
10-11-2010,1.631999969
11-11-2010,1.906666994
12-11-2010,1.883332968
15-11-2010,2.014667034
16-11-2010,2.06666708
17-11-2010,2.013333082
18-11-2010,2.044667006
19-11-2010,2.010667086
22-11-2010,2.104666948
23-11-2010,2.219332933
24-11-2010,2.351332903
26-11-2010,2.373332977
29-11-2010,2.36066699
30-11-2010,2.249332905
01-12-2010,2.391333103
02-12-2010,2.267333031
03-12-2010,2.134000063
06-12-2010,2.089999914
07-12-2010,2.032666922
08-12-2010,2.165333033
09-12-2010,2.167332888
10-12-2010,2.136667013
13-12-2010,2.109333038
14-12-2010,2.019332886
15-12-2010,1.911332965
16-12-2010,2
17-12-2010,2.089333057
20-12-2010,2.109333038
21-12-2010,2.119999886
22-12-2010,2.150000095
23-12-2010,2.084000111
27-12-2010,1.868000031
28-12-2010,1.723333001
29-12-2010,1.802000046
30-12-2010,1.846667051
31-12-2010,1.771332979
03-01-2011,1.789332986
04-01-2011,1.777333021
05-01-2011,1.765333056
06-01-2011,1.788666964
07-01-2011,1.866667032
10-01-2011,1.878000021
11-01-2011,1.906000018
