Date,Open
12-09-2018,6
13-09-2018,6.619999886
14-09-2018,12.65999985
17-09-2018,9.609999657
18-09-2018,8.729999542
19-09-2018,7.880000114
20-09-2018,9.069999695
21-09-2018,9.050000191
24-09-2018,8.319999695
25-09-2018,8.06000042
26-09-2018,7.590000153
27-09-2018,7.550000191
28-09-2018,6.96999979
01-10-2018,7.059999943
02-10-2018,6.599999905
03-10-2018,6.119999886
04-10-2018,6.190000057
05-10-2018,6.199999809
08-10-2018,6.070000172
09-10-2018,6.190000057
10-10-2018,8.100000381
11-10-2018,7.440000057
12-10-2018,7.460000038
15-10-2018,7.860000134
16-10-2018,8.06000042
17-10-2018,8.119999886
18-10-2018,7.599999905
19-10-2018,7.590000153
22-10-2018,7.679999828
23-10-2018,6.739999771
24-10-2018,6.849999905
25-10-2018,6.269999981
26-10-2018,6.210000038
29-10-2018,6.53000021
30-10-2018,6.199999809
31-10-2018,6.079999924
01-11-2018,6
02-11-2018,6.840000153
05-11-2018,6.519999981
06-11-2018,7.21999979
07-11-2018,6.420000076
08-11-2018,6.489999771
09-11-2018,6.590000153
12-11-2018,6.71999979
13-11-2018,6.690000057
14-11-2018,6.800000191
15-11-2018,7.150000095
16-11-2018,7.400000095
19-11-2018,7.380000114
20-11-2018,7.650000095
21-11-2018,7.900000095
23-11-2018,7.679999828
26-11-2018,7.610000134
27-11-2018,7.300000191
28-11-2018,7.599999905
29-11-2018,8.06000042
30-11-2018,7.800000191
03-12-2018,8.100000381
04-12-2018,7.599999905
06-12-2018,6.860000134
07-12-2018,7.360000134
10-12-2018,7.03000021
11-12-2018,7.079999924
12-12-2018,7.199999809
13-12-2018,7.550000191
14-12-2018,7.53000021
17-12-2018,7.630000114
18-12-2018,7.03000021
19-12-2018,7.010000229
20-12-2018,6.820000172
21-12-2018,6.53000021
24-12-2018,6
26-12-2018,6.110000134
27-12-2018,6.170000076
28-12-2018,6.5
31-12-2018,6.559999943
02-01-2019,6.130000114
03-01-2019,6.099999905
04-01-2019,6.190000057
07-01-2019,6.409999847
08-01-2019,6.570000172
09-01-2019,6.409999847
10-01-2019,6.630000114
11-01-2019,6.5
14-01-2019,6.510000229
15-01-2019,6.849999905
16-01-2019,6.800000191
17-01-2019,6.699999809
18-01-2019,6.889999866
22-01-2019,6.630000114
23-01-2019,6.630000114
24-01-2019,6.46999979
25-01-2019,6.650000095
28-01-2019,6.559999943
29-01-2019,6.679999828
30-01-2019,6.940000057
31-01-2019,7.400000095
01-02-2019,7.849999905
04-02-2019,7.960000038
05-02-2019,7.710000038
06-02-2019,7.949999809
07-02-2019,8.279999733
08-02-2019,8
11-02-2019,7.670000076
12-02-2019,7.349999905
13-02-2019,7.519999981
14-02-2019,7.699999809
15-02-2019,7.550000191
19-02-2019,7.400000095
20-02-2019,7.260000229
21-02-2019,7.699999809
22-02-2019,7.920000076
25-02-2019,9.039999962
26-02-2019,9.159999847
27-02-2019,10.14999962
28-02-2019,9.850000381
01-03-2019,9.819999695
04-03-2019,10.31999969
05-03-2019,9.800000191
06-03-2019,8.260000229
07-03-2019,7.809999943
08-03-2019,7.019999981
11-03-2019,6.949999809
12-03-2019,6.619999886
13-03-2019,6.320000172
14-03-2019,6.630000114
15-03-2019,6.119999886
18-03-2019,5.690000057
19-03-2019,5.75
20-03-2019,6.019999981
