Date,Low,Open,Volume,High,Close,Adjusted Close
27-01-2020,3.839999914,3.99000001,102028700,4.349999905,4.010000229,4.010000229
28-01-2020,4.03000021,4.25,48979100,4.269999981,4.210000038,4.210000038
29-01-2020,4.019999981,4.230000019,53844300,4.329999924,4.269999981,4.269999981
30-01-2020,4.010000229,4.239999771,75009800,4.380000114,4.079999924,4.079999924
31-01-2020,3.670000076,4.019999981,77923200,4.039999962,3.779999971,3.779999971
03-02-2020,3.519999981,3.539999962,73783600,4.110000134,4.059999943,4.059999943
04-02-2020,4.159999847,4.289999962,123640400,4.699999809,4.510000229,4.510000229
05-02-2020,4.130000114,4.369999886,73632500,4.480000019,4.389999866,4.389999866
06-02-2020,4.050000191,4.199999809,75641200,4.329999924,4.079999924,4.079999924
07-02-2020,3.74000001,4.019999981,80780700,4.019999981,3.809999943,3.809999943
10-02-2020,3.619999886,3.670000076,67157700,3.910000086,3.869999886,3.869999886
11-02-2020,3.799999952,3.829999924,54097100,4.050000191,3.960000038,3.960000038
12-02-2020,3.980000019,4,50975300,4.199999809,4.070000172,4.070000172
13-02-2020,3.859999895,3.950000048,42411200,4.050000191,4.03000021,4.03000021
14-02-2020,3.75,4.019999981,69655600,4.039999962,3.769999981,3.769999981
18-02-2020,3.75999999,3.900000095,47700900,3.980000019,3.799999952,3.799999952
19-02-2020,3.859999895,3.930000067,73256300,4.099999905,4.079999924,4.079999924
20-02-2020,4.010000229,4.099999905,86873500,4.400000095,4.260000229,4.260000229
21-02-2020,4.019999981,4.199999809,40425900,4.199999809,4.079999924,4.079999924
24-02-2020,3.75999999,3.789999962,56247100,3.940000057,3.880000114,3.880000114
25-02-2020,4.239999771,5.179999828,206259400,5.190000057,4.400000095,4.400000095
26-02-2020,4.300000191,4.5,69558500,4.710000038,4.340000153,4.340000153
27-02-2020,3.920000076,4.090000153,77846700,4.300000191,4.139999866,4.139999866
28-02-2020,3.869999886,3.960000038,63635600,4.139999866,4.130000114,4.130000114
02-03-2020,3.900000095,4.150000095,56063200,4.190000057,4.110000134,4.110000134
03-03-2020,3.950000048,4.079999924,47644500,4.210000038,4.059999943,4.059999943
04-03-2020,3.769999981,4.03000021,49465800,4.070000172,3.869999886,3.869999886
05-03-2020,3.680000067,3.779999971,72697800,3.890000105,3.720000029,3.720000029
06-03-2020,3.420000076,3.619999886,61238100,3.660000086,3.549999952,3.549999952
09-03-2020,2.99000001,3.00999999,55305300,3.539999962,3.289999962,3.289999962
10-03-2020,3.289999962,3.49000001,34928400,3.539999962,3.5,3.5
11-03-2020,3.25999999,3.400000095,31099400,3.529999971,3.319999933,3.319999933
12-03-2020,2.980000019,3.059999943,52438300,3.230000019,3.130000114,3.130000114
13-03-2020,2.99000001,3.279999971,41770400,3.329999924,3.109999895,3.109999895
16-03-2020,2.75,2.869999886,41266200,3.109999895,2.940000057,2.940000057
17-03-2020,2.789999962,2.970000029,34862200,3.119999886,2.900000095,2.900000095
18-03-2020,2.109999895,2.400000095,94431900,2.579999924,2.430000067,2.430000067
19-03-2020,2.230000019,2.299999952,35499000,2.549999952,2.380000114,2.380000114
20-03-2020,2.349999905,2.49000001,50528400,2.640000105,2.400000095,2.400000095
23-03-2020,2.150000095,2.339999914,47435200,2.369999886,2.369999886,2.369999886
24-03-2020,2.400000095,2.549999952,64750100,2.75,2.599999905,2.599999905
25-03-2020,2.599999905,2.720000029,56588300,2.99000001,2.75999999,2.75999999
26-03-2020,2.779999971,2.809999943,43579400,3.069999933,2.930000067,2.930000067
27-03-2020,2.75999999,2.849999905,25132000,2.890000105,2.839999914,2.839999914
30-03-2020,2.700000048,2.809999943,20115300,2.829999924,2.710000038,2.710000038
31-03-2020,2.680000067,2.829999924,30261400,2.880000114,2.779999971,2.779999971
01-04-2020,2.599999905,2.630000114,17153800,2.75999999,2.650000095,2.650000095
02-04-2020,2.220000029,2.50999999,58942700,2.589999914,2.390000105,2.390000105
03-04-2020,2.329999924,2.450000048,19519500,2.49000001,2.400000095,2.400000095
06-04-2020,2.400000095,2.480000019,34866700,2.549999952,2.470000029,2.470000029
07-04-2020,2.650000095,2.809999943,46149600,2.809999943,2.700000048,2.700000048
08-04-2020,2.710000038,2.75999999,18312900,2.799999952,2.74000001,2.74000001
09-04-2020,2.630000114,2.819999933,32810000,2.819999933,2.670000076,2.670000076
13-04-2020,2.630000114,2.670000076,38421700,2.970000029,2.970000029,2.970000029
14-04-2020,2.920000076,3.150000095,36479000,3.160000086,3.00999999,3.00999999
15-04-2020,2.880000114,2.950000048,27529800,3.200000048,3.200000048,3.200000048
16-04-2020,3.200000048,3.299999952,37801700,3.410000086,3.25,3.25
17-04-2020,3.150000095,3.359999895,22831800,3.359999895,3.210000038,3.210000038
20-04-2020,3.049999952,3.180000067,18691700,3.349999905,3.190000057,3.190000057
21-04-2020,3.00999999,3.099999905,19789700,3.220000029,3.019999981,3.019999981
22-04-2020,3.049999952,3.089999914,14494000,3.150000095,3.089999914,3.089999914
23-04-2020,3.049999952,3.200000048,17434200,3.200000048,3.059999943,3.059999943
24-04-2020,2.910000086,3.079999924,22069700,3.099999905,2.940000057,2.940000057
27-04-2020,2.950000048,3,35641100,3.25999999,3.24000001,3.24000001
28-04-2020,3.200000048,3.400000095,36326800,3.450000048,3.339999914,3.339999914
29-04-2020,3.589999914,3.829999924,89238800,3.980000019,3.609999895,3.609999895
30-04-2020,3.369999886,3.630000114,44540400,3.720000029,3.410000086,3.410000086
01-05-2020,3.119999886,3.299999952,31268900,3.329999924,3.180000067,3.180000067
04-05-2020,3.079999924,3.079999924,23387500,3.359999895,3.339999914,3.339999914
05-05-2020,3.279999971,3.440000057,22315800,3.480000019,3.279999971,3.279999971
06-05-2020,3.450000048,3.589999914,54347800,3.650000095,3.619999886,3.619999886
07-05-2020,3.519999981,3.630000114,26736700,3.670000076,3.630000114,3.630000114
08-05-2020,3.599999905,3.680000067,27638000,3.799999952,3.769999981,3.769999981
11-05-2020,3.660000086,3.720000029,16585600,3.769999981,3.74000001,3.74000001
12-05-2020,3.609999895,3.74000001,21943800,3.779999971,3.619999886,3.619999886
13-05-2020,3.319999933,3.640000105,34034700,3.680000067,3.440000057,3.440000057
14-05-2020,3.269999981,3.329999924,20936400,3.519999981,3.450000048,3.450000048
15-05-2020,3.359999895,3.369999886,13699000,3.450000048,3.369999886,3.369999886
18-05-2020,3.5,3.5,27771300,3.690000057,3.609999895,3.609999895
19-05-2020,3.589999914,3.619999886,21707400,3.75,3.690000057,3.690000057
20-05-2020,3.400000095,3.75999999,52056900,3.819999933,3.480000019,3.480000019
21-05-2020,3.230000019,3.400000095,41628400,3.440000057,3.329999924,3.329999924
22-05-2020,3.180000067,3.329999924,22887300,3.339999914,3.269999981,3.269999981
26-05-2020,3.400000095,3.420000076,59847900,3.829999924,3.819999933,3.819999933
27-05-2020,3.900000095,4.010000229,70718900,4.199999809,4.170000076,4.170000076
28-05-2020,3.75,3.980000019,62756900,4.119999886,3.829999924,3.829999924
29-05-2020,3.730000019,3.819999933,50303000,4,3.980000019,3.980000019
01-06-2020,3.960000038,4,69222000,4.329999924,4.260000229,4.260000229
02-06-2020,4.349999905,4.360000134,82476600,4.730000019,4.699999809,4.699999809
03-06-2020,4.980000019,5,199210000,5.699999809,5.599999905,5.599999905
04-06-2020,5.610000134,6.010000229,173052600,6.199999809,5.96999979,5.96999979
05-06-2020,5.519999981,6.03000021,90811800,6.079999924,5.590000153,5.590000153
08-06-2020,5.679999828,5.809999943,85951600,6.079999924,5.96999979,5.96999979
09-06-2020,5.760000229,5.840000153,136907900,6.829999924,6.679999828,6.679999828
10-06-2020,6.159999847,6.71999979,100170700,6.949999809,6.300000191,6.300000191
11-06-2020,5.659999847,5.789999962,126509700,6.090000153,5.909999847,5.909999847
12-06-2020,5.920000076,6.199999809,59838800,6.320000172,6.099999905,6.099999905
15-06-2020,5.920000076,5.96999979,113694400,6.989999771,6.829999924,6.829999924
16-06-2020,6.53000021,7.429999828,130478600,7.440000057,6.989999771,6.989999771
17-06-2020,6.670000076,6.929999828,58927300,6.980000019,6.840000153,6.840000153
18-06-2020,6.78000021,6.800000191,78846400,7.360000134,7.179999828,7.179999828
19-06-2020,7.230000019,7.360000134,84604200,7.630000114,7.340000153,7.340000153
22-06-2020,7.380000114,7.860000134,112976000,7.900000095,7.429999828,7.429999828
23-06-2020,7.190000057,7.550000191,79863500,7.690000057,7.230000019,7.230000019
24-06-2020,6.5,6.929999828,103888600,7.079999924,6.860000134,6.860000134
25-06-2020,6.599999905,6.659999847,46660300,7.150000095,7.079999924,7.079999924
26-06-2020,6.800000191,7.03000021,33596800,7.179999828,6.900000095,6.900000095
29-06-2020,6.710000038,6.980000019,46070400,7.25,7.230000019,7.230000019
30-06-2020,7.119999886,7.210000038,84485500,7.75,7.71999979,7.71999979
01-07-2020,7.670000076,7.789999962,64842600,7.989999771,7.909999847,7.909999847
02-07-2020,8.699999809,9.050000191,221496700,9.399999619,9.380000114,9.380000114
06-07-2020,10.93000031,11.05000019,329223800,12.30000019,11.51000023,11.51000023
07-07-2020,10.69999981,11.26000023,444070500,13.77000046,13.22000027,13.22000027
08-07-2020,12,14.10000038,570911400,15.27999973,12.88000011,12.88000011
09-07-2020,13.06999969,13.5,316792000,14.63000011,14.56999969,14.56999969
10-07-2020,14.19999981,15.60999966,318851300,15.72999954,14.97999954,14.97999954
13-07-2020,13.60999966,15.26000023,313460300,16.44000053,13.84000015,13.84000015
14-07-2020,12.42000008,13.25,196123200,14.13000011,14.09000015,14.09000015
15-07-2020,12.85000038,13.81999969,114603700,13.94999981,13.52000046,13.52000046
16-07-2020,12.44999981,12.46000004,134606300,13.15999985,12.93999958,12.93999958
17-07-2020,10.46000004,11.85999966,289518000,12.06999969,11.09000015,11.09000015
20-07-2020,11.38000011,11.42000008,155428100,12.84000015,12.81999969,12.81999969
21-07-2020,12.61999989,13.44999981,128036000,13.57999992,12.88000011,12.88000011
22-07-2020,11.81000042,12.38000011,112260500,12.82999992,12.38000011,12.38000011
23-07-2020,11.85000038,12.59000015,95206300,12.63000011,12.14999962,12.14999962
24-07-2020,10.90999985,11.38000011,93425300,11.89999962,11.81999969,11.81999969
27-07-2020,11.27000046,12.02999973,64068500,12.09000015,11.68999958,11.68999958
28-07-2020,11.38000011,11.47999954,90075800,12.64000034,12.27000046,12.27000046
29-07-2020,12.43000031,12.64999962,69552600,13,12.69999981,12.69999981
30-07-2020,12.06999969,12.61999989,64952900,12.94999981,12.19999981,12.19999981
31-07-2020,11.72999954,12.40999985,61620400,12.59000015,11.93999958,11.93999958
03-08-2020,12.46000004,12.52999973,122925300,13.67000008,13.60000038,13.60000038
04-08-2020,13.22000027,14.46000004,125731400,14.52999973,13.64000034,13.64000034
05-08-2020,13.36999989,13.40999985,60046000,14.07999992,13.92000008,13.92000008
06-08-2020,13.52000046,14.10000038,49787700,14.31000042,13.84000015,13.84000015
07-08-2020,13.19999981,13.53999996,57746000,13.72999954,13.42000008,13.42000008
10-08-2020,13.68000031,13.93999958,84267300,14.42000008,14.21000004,14.21000004
11-08-2020,12.93999958,15.30000019,181311500,15.44999981,12.98999977,12.98999977
12-08-2020,12.67000008,13.36999989,77260200,13.44999981,13.35999966,13.35999966
13-08-2020,13.17000008,13.44999981,50093500,13.64000034,13.35999966,13.35999966
14-08-2020,12.53999996,13.18000031,63250700,13.18000031,13.10000038,13.10000038
17-08-2020,13.06000042,13.06999969,78340500,14.05000019,14.05000019,14.05000019
18-08-2020,13.86999989,14.22999954,69962400,14.68999958,14.30000019,14.30000019
19-08-2020,13.85000038,14.28999996,41966800,14.40999985,14.06000042,14.06000042
20-08-2020,13.52999973,13.85000038,50072800,14.05000019,13.77999973,13.77999973
21-08-2020,13.61999989,13.64000034,70189900,14.57999992,14.11999989,14.11999989
24-08-2020,14.31000042,14.63000011,98697700,14.97999954,14.97000027,14.97000027
25-08-2020,15.06000042,15.07999992,299047800,17.87000084,17.84000015,17.84000015
26-08-2020,18.55999947,19.01000023,364104600,20.96999931,20.44000053,20.44000053
27-08-2020,18.76000023,19.98999977,199850300,20.46999931,19.87999916,19.87999916
28-08-2020,18.11000061,18.87000084,154799800,19.44000053,18.5,18.5
31-08-2020,16.81999969,17.19000053,226610900,19.82999992,19.03000069,19.03000069
01-09-2020,18.75,19.45000076,137226000,20.37999916,20.12000084,20.12000084
02-09-2020,18.5,20.92000008,153460600,21.04999924,19.89999962,19.89999962
03-09-2020,18.35000038,19.09000015,128358400,19.84000015,18.70000076,18.70000076
04-09-2020,15.60999966,18.54000092,163329800,19.18000031,17.97999954,17.97999954
08-09-2020,16.51000023,17.17000008,89624600,17.86000061,17.03000069,17.03000069
09-09-2020,17.70000076,17.89999962,90988400,18.62999916,18.09000015,18.09000015
10-09-2020,17.48999977,18.48999977,79679800,18.71999931,17.73999977,17.73999977
11-09-2020,17.45000076,18,55373500,18.10000038,17.96999931,17.96999931
14-09-2020,17.89999962,18.18000031,68234900,18.78000069,18.72999954,18.72999954
15-09-2020,18.87999916,19.10000038,111630500,20.25,19.19000053,19.19000053
16-09-2020,18.52000046,19.27000046,57671000,19.54000092,19.01000023,19.01000023
17-09-2020,18.07999992,18.26000023,55186600,19.32999992,19.29999924,19.29999924
18-09-2020,18.94000053,19.71999931,54885500,19.87999916,19.40999985,19.40999985
21-09-2020,17.65999985,19.04999924,75969500,19.27000046,18.80999947,18.80999947
22-09-2020,18.37000084,18.47999954,61061100,19.45000076,19.22999954,19.22999954
23-09-2020,17.79999924,19.21999931,70568100,19.36000061,17.95999908,17.95999908
24-09-2020,16.75,17.31999969,71069500,18.38999939,17.85000038,17.85000038
25-09-2020,17.95000076,18.02000046,44122100,18.62000084,18.31999969,18.31999969
28-09-2020,18.43000031,18.87999916,42786200,19.15999985,18.80999947,18.80999947
29-09-2020,18.70999908,18.76000023,163159200,21.12000084,20.85000038,20.85000038
30-09-2020,20.76000023,21.71999931,183530500,22.59000015,21.21999931,21.21999931
01-10-2020,20.82999992,21.68000031,79117100,21.95999908,21.76000023,21.76000023
02-10-2020,20.79999924,20.82999992,92713600,22.20000076,21.18000031,21.18000031
05-10-2020,21.06999969,21.65999985,60860100,21.92000008,21.59000015,21.59000015
06-10-2020,20.60000038,21.70999908,73217100,21.94000053,20.67000008,20.67000008
07-10-2020,20.79000092,21.05999947,59354300,21.77000046,21.55999947,21.55999947
08-10-2020,21.29000092,22.04999924,77719600,22.45000076,21.44000053,21.44000053
09-10-2020,21.31999969,21.62000084,37329000,21.73999977,21.46999931,21.46999931
12-10-2020,21.54999924,21.87999916,45476800,22.18000031,21.85000038,21.85000038
13-10-2020,21.17000008,21.86000061,42581500,21.96999931,21.62000084,21.62000084
14-10-2020,23.72999954,23.97999954,382663200,26.95999908,26.5,26.5
15-10-2020,25.78000069,27.20000076,385210600,29.22999954,28.06999969,28.06999969
16-10-2020,27.94000053,29.18000031,186764700,29.39999962,28.47999954,28.47999954
19-10-2020,27.21999931,28.20999908,115708700,28.55999947,27.62999916,27.62999916
20-10-2020,27.04999924,27.42000008,105233400,28.29999924,27.95999908,27.95999908
21-10-2020,27.38999939,27.89999962,65357900,28.43000031,27.86000061,27.86000061
22-10-2020,26.80999947,28.14999962,72173300,28.28000069,27.37999916,27.37999916
23-10-2020,26.47999954,27.37000084,51784000,27.42000008,27.15999985,27.15999985
26-10-2020,25.45999908,26.61000061,72610300,27.35000038,26.01000023,26.01000023
27-10-2020,26.03000069,26.20999908,104257700,28.45999908,28.44000053,28.44000053
28-10-2020,26.51000023,27.92000008,89374900,28.10000038,27.51000023,27.51000023
29-10-2020,28.31999969,28.52000046,214034700,32.20000076,31.98999977,31.98999977
30-10-2020,30.03000069,31.38999939,136607400,31.59000015,30.57999992,30.57999992
02-11-2020,31.68000031,33.95000076,265719900,34.93999863,33.31999969,33.31999969
03-11-2020,32.77999878,33.56999969,217608100,35.86999893,35.5,35.5
04-11-2020,35.81999969,37.43999863,339385900,39.75,37.70999908,37.70999908
05-11-2020,38.25,38.77999878,302472600,42.49000168,42.34999847,42.34999847
06-11-2020,40.04999924,41.09000015,288784300,43.29999924,41.63000107,41.63000107
09-11-2020,40.38000107,41.65000153,218733300,45.29000092,44.02000046,44.02000046
10-11-2020,38.11000061,44.5,237403600,45.20000076,41.54999924,41.54999924
11-11-2020,38.63999939,39.70999908,179581200,43.22999954,43.08000183,43.08000183
12-11-2020,43.95000076,44.47999954,345932900,49.34999847,48.29999924,48.29999924
13-11-2020,40.54999924,51.29000092,577185100,54.20000076,44.56000137,44.56000137
16-11-2020,41.09999847,41.11999893,306209100,45.84999847,45.58000183,45.58000183
17-11-2020,44.95999908,47.56999969,345578500,49.36999893,46.59000015,46.59000015
18-11-2020,42.5,45.75,271678300,46.72000122,45.06000137,45.06000137
19-11-2020,44.68000031,45.36000061,233779100,48.91999817,48.45000076,48.45000076
20-11-2020,47.88000107,48.27000046,209106300,50.59000015,49.25,49.25
23-11-2020,50.47999954,50.86000061,270203000,55.70000076,55.38000107,55.38000107
24-11-2020,51.5,56.99000168,243669700,57.20000076,53.50999832,53.50999832
25-11-2020,49.25,49.97999954,204508500,53.99000168,53.68999863,53.68999863
27-11-2020,52.59999847,54.86000061,105795100,55.54999924,54,54
30-11-2020,48.18000031,54.20999908,179765400,54.38999939,50.52999878,50.52999878
01-12-2020,44.04999924,52.02000046,246472300,52.09999847,45.36000061,45.36000061
02-12-2020,38.43000031,40.15999985,313028300,48,47.97999954,47.97999954
03-12-2020,45.20999908,47.90000153,173424000,48.65000153,45.34999847,45.34999847
04-12-2020,41.65000153,44.65999985,191969900,45.15999985,43.04000092,43.04000092
07-12-2020,42.40999985,42.5,165048500,46.31999969,45.11000061,45.11000061
08-12-2020,45.66999817,47.20999908,115799600,48.29999924,46.56000137,46.56000137
09-12-2020,42.95999908,47.08000183,121387900,47.20000076,44.00999832,44.00999832
10-12-2020,41.88999939,42.43999863,107376800,45.66999817,45.22000122,45.22000122
11-12-2020,41.25999832,42.47999954,147076100,43.63000107,41.97999954,41.97999954
14-12-2020,39.50999832,39.93999863,171598200,41.47999954,40.97999954,40.97999954
15-12-2020,41.27000046,42.47000122,132336900,43.84000015,43.5,43.5
16-12-2020,43.33000183,44.25,120109600,45.25999832,44.66999817,44.66999817
17-12-2020,43.90000153,45.16999817,130003700,46.04999924,46,46
18-12-2020,45.52000046,45.88999939,126251100,48,46.72000122,46.72000122
21-12-2020,45.02000046,45.63000107,132558100,49.49000168,48.95000076,48.95000076
22-12-2020,46.52999878,49.61000061,117118300,49.84000015,47.58000183,47.58000183
23-12-2020,45.81000137,47.47999954,81247900,48.36000061,47.00999832,47.00999832
24-12-2020,45.34999847,46.88000107,60582500,47.13000107,45.77000046,45.77000046
28-12-2020,43.66999817,46.66999817,105078000,46.84999847,44.06000137,44.06000137
29-12-2020,42.22999954,43.70000076,120689900,46.27999878,46.13999939,46.13999939
30-12-2020,45.72000122,46.5,116691700,48.38000107,48.38000107,48.38000107
31-12-2020,47.77000046,48.45999908,129344300,50.5,48.74000168,48.74000168
04-01-2021,50.66999817,51.20000076,213109700,54.45000076,53.49000168,53.49000168
05-01-2021,50.40000153,51.97000122,147474800,53.75,53.20000076,53.20000076
06-01-2021,49.08000183,54.02000046,176397700,55.27999878,50.5,50.5
07-01-2021,52.34999847,53.04999924,119429200,54.61000061,54.27999878,54.27999878
08-01-2021,55.88000107,57.75999832,218512800,59.31000137,58.91999817,58.91999817
11-01-2021,62.18999863,64.94999695,279770300,66.98999786,62.70000076,62.70000076
12-01-2021,60.41999817,61.41999817,184319300,64.12999725,62.04000092,62.04000092
13-01-2021,61.40999985,62.93999863,116059200,64.41000366,62.15000153,62.15000153
14-01-2021,60.04000092,62.63000107,99338400,63.22999954,60.86999893,60.86999893
15-01-2021,55.66999817,59.84000015,132247900,60.22000122,56.27000046,56.27000046
19-01-2021,56.40999985,58.20999908,99561100,59.00999832,58.43999863,58.43999863
20-01-2021,56.18999863,59.84999847,94983600,60.09000015,57.70999908,57.70999908
21-01-2021,55.88000107,57.02000046,73119500,58.58000183,58.34000015,58.34000015
22-01-2021,58.31999969,58.95000076,133918100,62.16999817,61.95000076,61.95000076
25-01-2021,58.34999847,64.05000305,111986400,64.51999664,59.99000168,59.99000168
26-01-2021,58.63999939,60.04000092,70393300,60.66999817,60.31000137,60.31000137
27-01-2021,56.59999847,57.95000076,73078300,59.79000092,57.15000153,57.15000153
28-01-2021,55.15000153,56.75999832,73955100,59.45999908,58.36999893,58.36999893
29-01-2021,56.43999863,59.02999878,78678200,60.70999908,57,57
01-02-2021,54.36999893,59.06999969,79878700,59.11999893,56.99000168,56.99000168
02-02-2021,54.50999832,57.06000137,66234100,57.54000092,55.77000046,55.77000046
03-02-2021,54.84000015,55.95999908,80122300,58.72000122,57.97999954,57.97999954
04-02-2021,57.11000061,58.79000092,48667900,59.20000076,57.59999847,57.59999847
05-02-2021,56.00999832,57.74000168,43057500,57.97999954,56.66999817,56.66999817
08-02-2021,56.18000031,57.08000183,64030100,59.52000046,59.06999969,59.06999969
09-02-2021,58.24000168,58.95000076,97246500,63.09999847,62.84000015,62.84000015
10-02-2021,60.33000183,62.54999924,90366700,64.59999847,61.25999832,61.25999832
11-02-2021,59.81000137,61.68999863,55732800,63.06000137,60.27000046,60.27000046
12-02-2021,59.09999847,60.25999832,40233100,61.04999924,59.84999847,59.84999847
16-02-2021,58.65000153,60.40000153,55084100,62.13999939,59.22999954,59.22999954
17-02-2021,55.90000153,57.91999817,64196800,58.02999878,57.31999969,57.31999969
18-02-2021,52.59999847,55.45000076,62505700,56.38000107,54.43000031,54.43000031
19-02-2021,54.09999847,55.72000122,43020700,56.04000092,55.04000092,55.04000092
22-02-2021,50.40000153,54.18000031,68831300,54.36999893,50.68000031,50.68000031
23-02-2021,41.65999985,45.61999893,142544300,49.66999817,49.11000061,49.11000061
24-02-2021,47.75,49.31000137,82488600,52.06999969,51.86000061,51.86000061
25-02-2021,46.00999832,51.59999847,95513800,51.84999847,46.81000137,46.81000137
26-02-2021,44.61999893,47,100315500,47.95000076,45.77999878,45.77999878
01-03-2021,47.63000107,48.54999924,94238500,50.41999817,49.75999832,49.75999832
02-03-2021,42.65999985,46.11000061,161334000,47.13000107,43.29000092,43.29000092
03-03-2021,41.11000061,44.58000183,107863400,45.08000183,41.52999878,41.52999878
04-03-2021,37.59000015,40.49000168,205872700,42.43000031,39.27999878,39.27999878
05-03-2021,31.90999985,39.24000168,270803200,39.86999893,38.11000061,38.11000061
08-03-2021,34.90000153,36.97000122,143074800,39.47999954,35.20999908,35.20999908
09-03-2021,36.52000046,37.47999954,176602600,42.08000183,41.34999847,41.34999847
10-03-2021,40.25,43.5,190801800,45.25999832,41.31999969,41.31999969
11-03-2021,42.79999924,44.43999863,134788000,46.15999985,46.02999878,46.02999878
12-03-2021,42.75999832,43.50999832,113460100,45.79999924,45.5,45.5
15-03-2021,44.38000107,45.54999924,74013600,46.29000092,44.93000031,44.93000031
16-03-2021,43.16999817,45.04000092,84361400,45.65999985,43.68000031,43.68000031
17-03-2021,41.33000183,41.90000153,96150000,45.02000046,44.75999832,44.75999832
18-03-2021,41.45000076,43.29999924,71159900,44.25999832,41.63000107,41.63000107
19-03-2021,40.43999863,41.43999863,97657200,43.40000153,43.34999847,43.34999847
22-03-2021,42.58000183,44.06999969,72838500,44.56000137,42.93999863,42.93999863
23-03-2021,40.97999954,42.58000183,58542300,43.11000061,41.18000031,41.18000031
24-03-2021,36.58000183,41.20000076,130695000,41.29000092,36.95999908,36.95999908
25-03-2021,35.11999893,35.24000168,118082000,39.18999863,37.93999863,37.93999863
26-03-2021,34,35.65000153,163039700,36.65000153,36.13000107,36.13000107
29-03-2021,34.5,35.25999832,83188200,36.84000015,35.50999832,35.50999832
30-03-2021,34.61000061,35.20000076,106153500,37.95999908,37.54999924,37.54999924
31-03-2021,37.45000076,38.95999908,98298400,39.25,38.97999954,38.97999954
01-04-2021,39.25,41.56000137,116305500,42.06000137,39.65999985,39.65999985
05-04-2021,38.72000122,40.54000092,71418400,40.65000153,39.31000137,39.31000137
06-04-2021,38.41999817,38.83000183,67969400,40.38999939,40,40
07-04-2021,36.95000076,39.70000076,80022800,39.84999847,37.27000046,37.27000046
08-04-2021,37.47000122,37.61999893,63692000,39.18000031,38.70000076,38.70000076
09-04-2021,37.00999832,38.34999847,69272700,38.36000061,38.11999893,38.11999893
12-04-2021,36.75999832,37.95999908,53428100,38,37.13999939,37.13999939
13-04-2021,37.33000183,37.47999954,62005700,38.65999985,38.47999954,38.47999954
14-04-2021,36.79000092,39.22999954,78454000,39.33000183,37.02000046,37.02000046
15-04-2021,34.56000137,37.02000046,100437400,37.06000137,35.65999985,35.65999985
16-04-2021,34.06000137,34.68999863,84477400,36.54000092,36.09000015,36.09000015
19-04-2021,35.36000061,36.77999878,92190700,37.54000092,36.77999878,36.77999878
20-04-2021,35.93999863,37.16999817,71208600,37.81999969,36.93000031,36.93000031
21-04-2021,36.15999985,36.52999878,77449200,38.95999908,38.90000153,38.90000153
22-04-2021,38.49000168,38.99000168,115802700,40.45000076,39.56999969,39.56999969
23-04-2021,39.54000092,40.20000076,70342400,41.20000076,41.08000183,41.08000183
26-04-2021,40.86000061,41.95999908,88233500,43.22000122,42.61999893,42.61999893
27-04-2021,41.02000046,43.02000046,69998800,43.13000107,41.20999908,41.20999908
28-04-2021,40.43999863,40.74000168,57639600,41.95000076,41.18999863,41.18999863
29-04-2021,38.72999954,41.38000107,82660700,41.49000168,38.99000168,38.99000168
30-04-2021,37.34999847,37.72999954,116728700,41.22000122,39.84000015,39.84000015
03-05-2021,39.31000137,40.34000015,80089600,41.45000076,39.54000092,39.54000092
04-05-2021,36.91999817,38.99000168,78256800,39.31999969,37.93000031,37.93000031
05-05-2021,37.34000015,38.34000015,56336200,38.70000076,37.70999908,37.70999908
06-05-2021,35.77000046,37.49000168,71656000,38.04000092,36.68000031,36.68000031
07-05-2021,36.61999893,37.16999817,55551700,38.04000092,36.93999863,36.93999863
10-05-2021,34.29999924,36.77999878,92293900,36.79000092,34.33000183,34.33000183
11-05-2021,32.20000076,32.45000076,113418900,35.45999908,34.86999893,34.86999893
12-05-2021,33.47999954,34.38000107,75993700,35.13000107,33.68000031,33.68000031
13-05-2021,30.70999908,33.84999847,113686700,34.27000046,31.21999931,31.21999931
14-05-2021,31.55999947,31.94000053,80214300,33.68999863,33.41999817,33.41999817
17-05-2021,32.81999969,33.33000183,64020000,34.15999985,33.81000137,33.81000137
18-05-2021,33.25999832,34.00999832,64929500,34.77999878,34.18999863,34.18999863
19-05-2021,32.59000015,32.97999954,68799800,33.45999908,33.45999908,33.45999908
20-05-2021,33.63999939,33.97999954,48991700,34.50999832,34.33000183,34.33000183
21-05-2021,33.86999893,34.65999985,49568800,34.77999878,34.06000137,34.06000137
24-05-2021,33.56000137,34.25999832,67244400,36.49000168,35.88999939,35.88999939
25-05-2021,35.68999863,36.31999969,76628000,37.63999939,36.06999969,36.06999969
26-05-2021,36.06999969,36.25,55929000,38.08000183,37.75999832,37.75999832
27-05-2021,37.18000031,37.95000076,53064400,38.97999954,38.90999985,38.90999985
28-05-2021,38.16999817,38.74000168,58236000,39.75999832,38.61999893,38.61999893
01-06-2021,39.93999863,39.99000168,101544100,42.43999863,42.34000015,42.34000015
02-06-2021,40.95000076,42.15000153,66383500,42.88000107,41.15999985,41.15999985
03-06-2021,40.31000137,40.68000031,62437200,42.36999893,40.90000153,40.90000153
04-06-2021,41.15000153,41.43000031,40993600,42.33000183,41.93999863,41.93999863
07-06-2021,41.43999863,41.66999817,53261300,43.90000153,43.68000031,43.68000031
08-06-2021,42.81999969,44.45999908,50332300,44.88999939,43.56000137,43.56000137
